date,town,location,origin,species,sex,age,band,background,treat,lead1,emoq1,mass1,tarsus,wc,lead2,emoq2,mass2,genetic,cage ,water,mas3,runs_n,runs_sec,runs day,alad sample,cell,blood sample volume for oroboros,emoq3,band,leadcare3,leadcare4,chamber,Routine,leak,oxphos,ETS,FCR,OxCe,Oroboros comments,TE,TOF,ALAD,TotalMovement,Frames,CSAL,band,CSAbad,CSA,Bone_Lead,CSA_liv,LN(lead2),formula,lead2c,LN(lead1),formula1,lead1c
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92028,contamlow,ctr,1.9,176,21.66,18.15,70.45,1.9,185,20.923,ok,34a,35,21.221,40,213,1,v,9.17,50,188,92028,,,a,22.24536872,4.18613704,18.05923168,76.36686544,0.291296082,0.81181984,,0.047302103,0.200484255,,2664872,44998,13.01,92028,30.4166262,7.744492923,122,13.01,0.641853886,1.819901648,6.171251464,0.641853886,1.819901648,6.171251464
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92029,contamlow,trt,1.8,164,22.83,19.01,73.11,23,174,23.162,ok,3a,42.81,23.009,10,109,1,v,4.76,50,200,92029,,,a,19.088664,6.54609422,12.54256978,62.28707644,0.306462674,0.657069022,,0.077035759,0.204127273,0.057,344568,44998,11.95,92029,24.63824415,7.159199745,131,11.94901642,3.135494216,3.839750315,46.51385917,0.587786665,1.776107199,5.906817537
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92030,contamlow,trt,4.2,182,25.99,20.33,68.85,16.7,183,25.292,ok,1a,27.23,26.298,15,122,1,v,5.43,50,191,92030,,,a,19.129,4.46806,14.66094,92.53003962,0.206732863,0.7664248,Done twice because Uncopler did not work ,0.064481754,0.180768572,,1197289,44998,12.4,92030,26.58055744,,78,12.39545031,2.815408719,3.580481063,35.89080242,1.435084525,2.462418465,11.73315348
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92035,contamlow,ctr,NA,201,20.63,18.38,68.73,NA,203,19.055,ok,31a,35,19.329,10,79,1,v,5.39,50,193,92035,,,a,19.77618344,6.16509388,13.61108956,61.54314296,0.321338536,0.68825664,,0.101853898,0.245485672,0.033,164801,44998,10.54,92035,26.58055744,7.664680217,59,10.54,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92036,contamlow,trt,2,172,22.86,20.27,72.19,12.2,160,22.519,ok,33a,45.62,22.135,7,62,2,v,7.21,50,180,92036,19.4,7.2,b,17.12981256,3.59167752,13.53813504,57.39251896,0.29846769,0.79032593,,0.091418012,0.220705495,0.076,5587037,44998,16.26,92036,26.38632611,7.159199745,180,16.26,2.501435952,3.326163121,27.83135105,0.693147181,1.861449216,6.433052904
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92037,contamlow,ctr,1.9,178,23.1,20.2,71.53,1.9,187,22.17,ok,25a,35,22.335,15,216,1,v,6.72,50,170,92037,,,b,18.0079976,4.93980664,13.06819096,67.71576888,0.265935068,0.725688178,,0.059828882,0.180341468,,746400,44998,,92037,27.79450325,8.782058104,23,,0.641853886,1.819901648,6.171251464,0.641853886,1.819901648,6.171251464
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92038,contamlow,ctr,1.9,181,25.77,19.79,70.43,4.7,198,25.141,ok,2a,35,25.115,20,181,1,v,6.425,50,202,92038,,,b,18.3672,3.625116,14.742084,76.36686544,0.240512687,0.802630994,Done twice because first time there was a Week reaction to uncupler,0.064083261,0.205989924,0.036,139315,44998,21.84,92038,27.79450325,4.471019177,76,21.84195597,1.547562509,2.553525632,12.85233661,0.641853886,1.819901648,6.171251464
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92044,contamlow,trt,NA,186,23.2,20.27,74.63,11.1,194,22.95,ok,30a,24.89,22.868,13,164,1,v,7.11,50,209,92044,9,3.7,b,18.43728616,4.93095648,13.50632968,67.1086716,0.274737761,0.732555191,,0.077979713,0.189554033,0.039,1082202,44998,13.75,92044,19.83101874,7.318825157,55,13.75,2.406945108,3.249625538,25.78068422,#VALUE!,#VALUE!,#VALUE!
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92048,contamlow,ctr,7.6,174,22.47,18.64,71.69,NA,188,20.88,ok,36a,35,21.412,20,109,2,v,5.89,50,187,92048,,,b,14.47617664,3.25233192,11.22384472,62.07037648,0.233221989,0.77533212,,0.059963196,0.179601956,0.077,260636,44998,13.13,92048,,10.4315207,167,13.13,#VALUE!,#VALUE!,#VALUE!,2.028148247,2.94280008,18.96888642
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92049,contamlow,trt,NA,189,23.3,19.08,72.36,4.6,208,23.537,ok,28a,33.22,23.226,18,138,1,v,8.62,50,197,92049,6.3,2.2,b,28.71962072,7.26093992,21.4586808,74.6955284,0.384489157,0.747178419,,0.110194636,0.298255003,,482214,44998,10.03,92049,29.68825872,8.782058104,86,10.03,1.526056303,2.536105606,12.63038736,#VALUE!,#VALUE!,#VALUE!
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92050,contamlow,ctr,1.9,203,27.53,21.35,73.01,1.9,195,25.554,ok,38a,35,24.349,29,338,2,v,3.55,50,150,92050,,,b,37.502358,7.97460072,29.52775728,110.7224667,0.338705948,0.787357352,this bird almost bled to death on 31/07/23. The chamber was contaminated and no data were recorded. It was done again on 04/08 and the baseline response was extremely high despite low rbc count. ,0.08604556,0.205457861,0.027,1536320,44998,11.03,92050,23.23006701,7.212408215,91,11.03,0.641853886,1.819901648,6.171251464,0.641853886,1.819901648,6.171251464
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92051,contamlow,trt,1.9,172,21.57,18.63,73.5,11.8,182,23.001,ok,35a,40.66,21.076,9,99,2,v,6.48,50,164,92051,9.9,3.8,a,15.6887232,4.04532712,11.64339608,46.6065074,0.336620873,0.742150647,weird trace a bit of drift weak reaction to the uncoupler but ok ,0.080915309,0.193073994,0.1,5810737,44998,15.01,92051,,,72,11.03,2.468099531,3.29916062,27.08989068,0.641853886,1.819901648,6.171251464
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92052,contamlow,ctr,NA,188,23.6,18.76,70.91,1.9,191,22.64,ok,27a,35,23.543,34,332,1,v,4.15,50,181,92052,,,a,27.3966108,5.42158816,21.97502264,101.5292286,0.269839643,0.802107341,,0.059393231,0.182367468,,1335603,44998,,92052,,,87,,0.641853886,1.819901648,6.171251464,#VALUE!,#VALUE!,#VALUE!
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92056,contamlow,ctr,1.9,198,24.06,19.06,71.99,1.9,193,22.926,ok,43a,35,22.853,9,70,2,v,4.98,50,193,92056,1.9,,a,16.04681604,5.0148528,11.03196324,68.25194858,0.235111471,0.687486116,,0.069738968,0.261168144,0.054,911018,44998,14.93,92056,,6.041821858,80,14.92821906,0.641853886,1.819901648,6.171251464,0.641853886,1.819901648,6.171251464
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92057,contamlow,ctr,1.9,160,24.27,21.1,71.86,1.9,164,23.57,ok,8a,35,23.78,27,199,1,v,5.82,50,156,92057,,,b,15.5140088,5.24535312,10.26865568,72.14022824,0.215053503,0.661895698,,0.100554162,0.231092304,,2971597,44998,16.23,92057,,4.848093083,63,16.22743492,0.641853886,1.819901648,6.171251464,0.641853886,1.819901648,6.171251464
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92058,contamlow,trt,1.9,180,23.42,19.63,74.67,13.9,180,21.282,ok,21a,31.66,21.515,15,131,1,v,5.96,50,195,92058,25.2,13.4,b,21.37998048,3.24557976,18.13440072,63.65471904,0.335874242,0.848195382,,0.090352769,0.259038577,0.065,1086347,44998,16.74,92058,24.68680198,7.8775141,90,16.74150226,2.63188884,3.431829961,30.93319752,0.641853886,1.819901648,6.171251464
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92060,contamlow,ctr,3.8,189,23.78,19.08,72.55,1.9,193,23.225,ok,29a,35,22.994,12,124,1,v,9.48,50,181,92060,,,a,17.69369388,4.29541608,13.3982778,70.67589424,0.25034977,0.757234633,,0.096766514,0.225781921,0.047,595666,44998,,92060,26.43488395,,59,,0.641853886,1.819901648,6.171251464,1.335001067,2.381350864,10.81950868
23/05/23,Broken Hill,Stables Donny,7.9,HOSP,F,ad,92061,contamlow,trt,1.9,176,24.26,20,71.48,13.4,193,25.528,ok,7a,35.75,25.111,13,170,1,v,4.3,50,166,92061,,,a,13.51569006,2.23615288,11.27953718,52.18723638,0.258984591,0.834551335,,0.074489967,0.243221295,0.07,744899,44998,26.25,92061,,7.744492923,83,26.24641063,2.595254707,3.402156313,30.02878173,0.641853886,1.819901648,6.171251464
23/05/23,Broken Hill,Stables Donny,7.9,HOSP,F,ad,92062,contamlow,trt,1.9,169,23.76,19.1,70.74,15.4,196,24.105,ok,42a,26.28,22.922,14,116,2,v,6.61,50,200,92062,,,b,13.7896052,3.427578,10.3620272,57.46758944,0.239954474,0.751437554,,0.093243292,0.204684547,,17210938,44998,12.18,92062,,6.786740449,,12.1816058,2.734367509,3.514837683,33.61047192,0.641853886,1.819901648,6.171251464
23/05/23,Broken Hill,Stables Donny,7.9,HOSP,F,ad,92063,contamlow,ctr,1.9,189,23.02,20.69,72.93,1.9,187,22.449,ok,45a,35,22.841,15,105,2,v,6.44,50,197,92063,2.7,,b,16.99585464,5.59071024,11.4051444,81.72834944,0.207955437,0.67105448,,0.112380624,0.262583682,0.053,3333131,44998,35.79,92063,27.89161892,9.20772587,24,35.78563659,0.641853886,1.819901648,6.171251464,0.641853886,1.819901648,6.171251464
23/05/23,Broken Hill,Thad,15.1,HOSP,F,ad,92064,contamlow,trt,4.4,175,23.29,18.45,72.1,11.1,184,22.371,ok,5a,30.74,22.285,16,119,1,v,4.77,50,174,92064,,,a,17.1379885,5.00878988,12.12919862,69.84414766,0.245374725,0.707737587,,0.092027442,0.234244186,0.053,2922099,44998,13,92064,,8.22336916,125,13.00482365,2.406945108,3.249625538,25.78068422,1.481604541,2.500099678,12.18370835
25/05/23,Broken Hill,Chettle,69.6,HOSP,F,ad,92065,contamhigh,trt,35.5,167,22.6,19.31,71.05,26.4,176,22.276,ok,35a,40.66,22.787,8,88,2,v,4.82,50,178,92065,30.6,16.8,b,14.28626512,4.2210352,10.06522992,49.50678184,0.28857188,0.704538929,weak reaction to the uncoupler but ok,0.088487153,0.228134696,0.075,5406302,44998,15.77,92065,24.05555016,7.345429392,2290,15.76607778,3.27336401,3.951424848,52.00941959,3.569532696,4.191321484,66.11009671
25/05/23,Broken Hill,Chettle,69.6,HOSP,F,ad,92066,contamhigh,trt,14.6,184,23.53,19.47,72.57,15.6,179,23.194,ok,30a,24.89,23.739,15,125,1,v,6.23,50,187,92066,15.5,8.5,a,18.55221764,5.4944723,13.05774534,69.83913258,0.265642154,0.703837438,,0.102495974,0.212480942,0.03,893848,44998,13.32,92066,18.47139944,8.462807279,554,,2.747270914,3.525289441,33.96360264,2.681021529,3.471627438,32.18908559
25/05/23,Broken Hill,Chettle,69.6,HOSP,F,ad,92067,contamhigh,ctr,15.1,177,22.92,19.1,70.29,3.2,193,22.265,ok,4a,35,22.196,13,110,1,v,4.21,50,197,92067,,,a,18.07584618,5.69470894,12.38113724,81.48152764,0.221839805,0.68495478,,0.079796247,0.207877925,0.052,2108942,44998,22.77,92067,25.94930562,5.305968541,799,22.76621163,1.16315081,2.242152156,9.413568971,2.714694744,3.498902742,33.07913571
24/05/23,Branxton,pet store,9.3,HOSP,F,ad,92068,free,ctr,3.1,188,23.88,19.19,68.48,3.1,188,22.223,ok,25a,35,22.103,21,170,1,v,5,50,176,92068,,,a,15.85122902,3.32735106,12.52387796,67.69885498,0.234143237,0.790088765,,0.06911608,0.163758903,0.041,307597,44998,,92068,21.8704477,7.771097159,15,,1.131402111,2.21643571,9.174571688,1.131402111,2.21643571,9.174571688
24/05/23,Branxton,pet store,9.3,HOSP,F,ad,92069,free,trt,1.9,186,22.7,19.29,75.05,8,182,21.712,ok,26a,38.18,22.224,39,307,1,v,4.86,50,194,92069,8,3.3,b,19.8848532,5.7106932,14.17416,72.93767632,0.272628005,0.7128119,,0.076998285,0.156607878,0.038,2429909,44998,13.74,92069,28.95989123,5.882196446,64,13.74,2.079441542,2.984347649,19.7735987,0.641853886,1.819901648,6.171251464
24/05/23,Branxton,pet store,9.3,HOSP,F,ad,92070,free,ctr,NA,194,23.89,19.09,71.18,1.9,190,22.501,ok,27a,35,22.737,19,161,1,v,6.39,50,189,92070,,,a,18.54728264,4.93351188,13.61377076,73.77222994,0.251412797,0.734003521,,0.071636393,0.177877125,0.02,2680882,44998,,92070,,,36,,0.641853886,1.819901648,6.171251464,#VALUE!,#VALUE!,#VALUE!
24/05/23,Branxton,pet store,9.3,HOSP,F,ad,92071,free,trt,1.9,174,22.55,18.29,69.89,13.7,176,23.704,ok,28a,33.22,23.549,9,90,1,v,6.1,50,183,92071,9.1,4.6,b,20.99057624,5.33831856,15.65225768,67.45690424,0.311170168,0.745680228,,0.088133774,0.244117237,,1155614,44998,10.53,92071,,9.074704693,64,10.53,2.617395833,3.420090625,30.57218549,0.641853886,1.819901648,6.171251464
24/05/23,Branxton,pet store,9.3,HOSP,F,ad,92072,free,ctr,1.9,195,22.97,18.11,68,1.9,197,22.404,ok,29a,35,22.131,15,123,1,v,4.11,50,NA,92072,,,a,24.10407544,9.14539008,14.95868536,68.21663476,0.353346006,0.620587394,,0.035034804,0.158609631,0.019,354649,44998,12.77,92072,25.4637273,4.794225382,21,12.77,0.641853886,1.819901648,6.171251464,0.641853886,1.819901648,6.171251464
24/05/23,Branxton,pet store,9.3,HOSP,F,ad,92073,free,trt,NA,201,23.69,19.83,71.16,4.4,188,25.318,ok,30a,24.89,24.864,33,265,1,v,5.42,50,NA,92073,2.6,low,b,17.92077376,3.4188788,14.50189496,81.51201856,0.219854373,0.80922259,,0.09530453,0.260040607,,1993347,44998,12.98,92073,24.00699233,,28,12.97727613,1.481604541,2.500099678,12.18370835,#VALUE!,#VALUE!,#VALUE!
24/05/23,Branxton,pet store,9.3,HOSP,F,ad,92074,free,ctr,NA,176,22.48,20.02,70.11,NA,186,23.12,ok,31a,35,23.617,14,113,1,v,5.05,50,NA,92074,,,b,23.84059032,7.83560136,16.00498896,78.59822544,0.303322247,0.671333585,,0.077731632,0.172309872,,887339,44998,15.72,92074,27.2603671,8.542619985,77,15.72,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
24/05/23,Branxton,pet store,9.3,HOSP,F,ad,92075,free,trt,NA,199,20.55,17.93,70.33,13.2,198,20.17,ok,32a,51.5,20.35,30,262,2,v,7.03,50,199,92075,18.4,7.6,a,19.4118469,3.5565898,15.8552571,56.06812852,0.34621892,0.816782513,,0.089767491,0.25565037,0.037,834489,44998,17.92,92075,26.92046227,7.451846334,54,17.9191888,2.58021683,3.389975632,29.66522938,#VALUE!,#VALUE!,#VALUE!
24/05/23,Branxton,pet store,9.3,HOSP,F,ad,92076,free,trt,1.9,163,25,19.25,72.12,16.1,178,22.945,ok,33a,45.62,23.868,31,188,2,v,6.47,50,178,92076,19.7,7.4,b,16.09580328,5.98239312,10.11341016,58.47059744,0.275280294,0.628325905,,0.113745524,0.274602859,0.029,11269413,44998,10.95,92076,30.51374187,6.653719272,90,10.95,2.778819272,3.55084361,34.84269875,0.641853886,1.819901648,6.171251464
24/05/23,Branxton,pet store,9.3,HOSP,F,ad,92077,free,ctr,1.9,188,25.5,19.93,69.33,1.9,169,22.96,ok,34a,35,23.611,33,209,1,v,6.1,50,196,92077,,,b,17.17325648,3.32022392,13.85303256,74.95259,0.229121588,0.806663115,,0.086440356,0.211657419,,1999158,44998,18.26,92077,21.14208022,6.544925663,29,18.26,0.641853886,1.819901648,6.171251464,0.641853886,1.819901648,6.171251464
24/05/23,Branxton,pet store,9.3,HOSP,F,ad,92078,free,trt,1.9,190,23.22,18.96,69.36,16.9,185,21.764,ok,35a,40.66,21.92,18,144,2,v,7.07,50,184,92078,20.6,7.7,a,14.90586896,3.27854412,11.62732484,56.91183496,0.261911586,0.780050118,,0.078009377,0.295926221,0.108,10062409,44998,10.78,92078,,7.239012451,51,10.78,2.827313622,3.590124034,36.23857045,0.641853886,1.819901648,6.171251464
24/05/23,Branxton,pet store,9.3,HOSP,F,ad,92079,free,ctr,1.9,186,23.5,19.7,69.22,1.9,202,25.742,ok,36a,35,24.875,68,411,2,v,6.37,50,178,92079,,,b,17.41277792,3.63752264,13.77525528,68.7871356,0.253140035,0.791100383,,0.055993505,0.136462607,,594119,44998,14.29,92079,,6.113984055,41,12.27710615,0.641853886,1.819901648,6.171251464,0.641853886,1.819901648,6.171251464
24/05/23,Branxton,pet store,9.3,HOSP,F,ad,92080,free,trt,1.9,169,22.57,18.98,67.41,31.8,166,20.238,ok,37a,32.898,20.967,30,240,2,v,5.7,50,170,92080,20.9,8.2,a,14.9742235,3.41333086,11.56089264,61.9428679,0.241742496,0.772052897,,0.032131625,0.107811065,0.131,374699,44998,19.88,92080,11.13916675,7.558263276,136,19.88,3.45946629,4.102167695,60.47122879,0.641853886,1.819901648,6.171251464
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92081,free,ctr,1.9,182,23.65,18.36,72.02,1.9,219,22.305,ok,45a,35,21.584,1,20,2,v,3.8,50,134,92081,1.9,,b,17.3368584,6.08692968,11.24992872,63.61761576,0.272516632,0.648902382,"this bird appears sick and very slim, notified Simon and Robby",0.064379999,0.17433821,,492216,44998,17.6,92081,16.94182772,,54,17.59925243,0.641853886,1.819901648,6.171251464,0.641853886,1.819901648,6.171251464
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92082,free,trt,1.9,192,23.16,19.76,70.48,13.3,183,22.656,ok,46a,28.02,23.023,25,192,2,v,5.64,50,209,92082,28,8.2,b,14.37167112,3.52241312,10.849258,48.61725896,0.29560842,0.754905808,,0.075120069,0.210895386,0.042,2624164,44998,18.87,92082,25.51228513,7.691284452,37,18.87148258,2.587764035,3.396088869,29.84713539,0.641853886,1.819901648,6.171251464
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92083,free,ctr,1.9,175,20.55,19.92,72.44,1.9,175,20.186,ok,45a,35,20.3744,19,148,2,v,6.55,50,182,92083,1.9,,a,15.05322314,4.66020776,10.39301538,66.26741178,0.227158761,0.690417945,,0.077430845,0.240816378,0.046,968631,44998,18.71,92083,,6.600510801,62,18.70641368,0.641853886,1.819901648,6.171251464,0.641853886,1.819901648,6.171251464
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92084,free,trt,7.2,182,25.26,21.23,74.59,12.5,191,24.865,ok,46a,28.02,25.418,13,290,2,v,5.42,50,176,92084,13.2,6.1,a,16.82843206,4.51986556,12.3085665,76.57722812,0.219757655,0.731414933,,0.052541432,0.168188637,,989252,44998,,92084,,9.926040226,535,,2.525728644,3.345840202,28.38441429,1.974081026,2.899005631,18.15608255
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92085,free,trt,1.9,190,22.2,18.79,72.14,23,193,21.93,ok,44a,49.13,21.686,12,93,2,v,4.69,50,197,92085,22.1,6.8,a,13.37772736,5.00351176,8.3742156,68.43125904,0.195491469,0.625981931,,0.04950165,0.169866197,0.039,117106,44998,,92085,,8.728849633,132,,3.135494216,3.839750315,46.51385917,0.641853886,1.819901648,6.171251464
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92086,free,ctr,1.9,178,20.59,17.02,68.47,1.9,186,20.176,ok,43a,35,20.679,18,118,2,v,5.26,50,188,92086,1.9,,b,17.26134032,4.48581984,12.77552048,60.3381576,0.286076689,0.740123319,,0.091206193,0.204436647,0.032,547452,44998,,92086,9.488200447,8.835266574,566,,0.641853886,1.819901648,6.171251464,0.641853886,1.819901648,6.171251464
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92087,free,trt,3.2,176,22.67,19.04,72.54,20.7,197,22.289,ok,10a,48,22.375,23,200,1,v,6.4,50,175,92087,,,a,,,,,,,,0.063149673,0.172969267,,1478499,44998,,92087,,9.686602107,139,,3.0301337,3.754408297,42.70894133,1.16315081,2.242152156,9.413568971
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92088,free,ctr,11.7,183,20.56,19.72,70.39,7,201,20.275,ok,11a,35,20.283,7,160,1,v,4.89,50,184,92088,,,b,14.73246808,3.59072976,11.14173832,64.4056272,0.228745045,0.756270997,,0.113107834,0.264472224,0.023,294354,44998,19.29,92088,,,320,19.29427118,1.945910149,2.876187221,17.74648061,2.459588842,3.292266962,26.90378443
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92089,free,trt,1.9,205,23.24,19.83,71.21,9.6,196,22.161,ok,12a,25.69,21.982,18,210,1,v,6.65,50,205,92089,,,a,19.0242408,5.39762728,13.62661352,88.16670356,0.215775798,0.716276337,,0.095706489,0.238121025,0.064,2810095,44998,,92089,,,112,,2.261763098,3.13202811,22.92041756,0.641853886,1.819901648,6.171251464
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92090,free,ctr,1.9,167,24.28,19.19,69.51,2.3,185,22.627,ok,13a,35,23.256,18,149,1,v,7.11,50,177,92090,,,b,16.06649248,2.80285616,13.26363632,79.66720072,0.201670102,0.82554648,,0.074557595,0.218925607,0.028,410980,44998,16.9,92090,,8.915079281,54,16.9,0.832909123,1.97465639,7.20414381,0.641853886,1.819901648,6.171251464
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92091,free,trt,1.9,180,23.9,20.6,72.25,12.6,174,22.981,ok,14a,29.7,23.221,18,145,1,v,6.38,50,175,92091,18.2,6.1,a,15.34675318,3.29205598,12.0546972,67.50861256,0.227330301,0.785488439,,0.09741329,0.20377246,0.045,2046813,44998,16.52,92091,22.84160435,5.063563887,61,16.51814882,2.533696814,3.352294419,28.56820595,0.641853886,1.819901648,6.171251464
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92092,free,ctr,1.9,169,22.69,19.96,68.23,1.9,177,22.087,ok,15a,35,22.489,51,322,1,v,6.06,50,168,92092,,,b,20.3725728,4.13722144,16.23535136,91.32883936,0.223068342,0.796921995,,0.121009367,0.347369615,,1634684,44998,,92092,27.69738759,7.239012451,93,,0.641853886,1.819901648,6.171251464,0.641853886,1.819901648,6.171251464
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92093,free,trt,2.1,203,24.18,20.51,70.73,16.6,200,25.32,ok,16a,29.42,22.883,24,161,1,v,7.82,50,203,92093,20.8,11.5,a,21.64769,4.62685,17.02084,63.40411,0.341424,0.786266,,0.049626772,0.199166931,0.033,3199792,44998,,92093,28.47431291,,77,,2.809402695,3.575616183,35.71662202,0.741937345,1.900969249,6.692377882
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92094,free,ctr,2.3,176,20.18,18.17,69.01,1.9,178,20.786,ok,38a,35,21.14,14,137,2,v,5.85,50,184,92094,,,b,19.21280312,4.90758968,14.30521344,84.17266256,0.228254668,0.744566701,,0.044835488,0.148934575,,11103338,44998,22.55,92094,,7.664680217,132,22.5491723,0.641853886,1.819901648,6.171251464,0.832909123,1.97465639,7.20414381
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92095,free,trt,3.7,178,23.77,19.8,72.62,17.9,200,22.62,ok,39a,31.39,22.372,3,53,2,v,8.06,50,183,92095,13.1,3.9,a,13.34855792,4.87357814,8.47497978,56.22671696,0.237405964,0.634898528,,0.063077667,0.147823987,0.242,1189917,44998,,92095,,6.520698095,98,,2.884800713,3.636688577,37.96590717,1.30833282,2.359749584,10.58829964
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92096,free,ctr,1.9,169,24.14,18.16,70.28,1.9,168,23.106,ok,40a,35,24.039,13,125,2,v,5.51,50,164,92096,1.9,,b,16.95806104,3.34286488,13.61519616,64.61166808,0.262461279,0.802874581,,0.075581212,0.199959969,0.033,11028294,44998,13.51,92096,,7.052782803,127,13.51276172,0.641853886,1.819901648,6.171251464,0.641853886,1.819901648,6.171251464
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92097,free,trt,1.9,202,23.02,18.79,68.64,32.4,195,22.716,ok,3a,42.81,23.364,17,134,1,v,4.5,50,198,92097,,,b,18.57484192,3.95023624,14.62460568,52.57782456,0.353282816,0.787334059,,0.054145461,0.171324281,0.031,32223,44998,,92097,,,92,,3.478158423,4.117308322,61.39376744,0.641853886,1.819901648,6.171251464
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92098,free,trt,5.4,160,23.84,19.41,70.34,13.6,181,22.482,ok,21a,31.66,22.643,17,136,1,v,6.95,50,183,92098,17.7,10.3,b,22.94918048,4.56564272,18.38353776,74.18519728,0.309349861,0.801054215,,0.060286688,0.180892265,0.061,711185,44998,,92098,19.53967175,5.332902392,157,,2.610069793,3.414156532,30.39130452,1.686398954,2.665983152,14.38208238
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92099,free,trt,6.8,181,20.97,17.28,69.07,11.3,183,20.451,ok,42a,26.28,20.272,11,11,2,v,5.32,50,174,92099,14.4,5.2,a,17.72388292,4.11948536,13.60439756,65.14726922,0.272058724,0.76757433,,0.05215126,0.117749805,,2322453,44998,13.93,92099,,,138,13.93064187,2.424802726,3.264090208,26.15630336,1.916922612,2.852707316,17.33464874
26/05/23,Branxton,pet store,9.3,HOSP,F,ad,92100,free,ctr,1.9,191,22.28,19.35,69.41,3.7,193,21.405,ok,6a,35,21.651,18,156,1,v,5.99,50,188,92100,,,b,14.45220208,1.79671048,12.6554916,79.36268936,0.18210323,0.87567912,,,,,734151,44998,10.47,92100,,8.702245397,32,10.47285205,1.30833282,2.359749584,10.58829964,0.641853886,1.819901648,6.171251464
